Date,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
2015-10-03,3,0,9,4,5,4,11,4,5,16,10,19,22,13,0,0,0,2,2,2,2,0,4,0,41,41,2,25,26,4,36,4,42,0,42,2,2,2,2,0
2015-10-04,1,2,2,4,6,5,4,2,9,14,16,14,21,10,0,0,0,4,4,4,0,0,4,1,32,31,3,19,16,2,26,4,32,0,32,4,0,4,4,0
2015-10-05,3,2,3,4,1,2,4,0,5,10,8,14,18,13,0,0,2,2,2,2,2,2,1,0,20,20,3,12,14,0,22,1,20,2,21,2,2,2,3,2
2015-10-06,1,2,2,2,0,1,0,1,9,9,10,11,9,12,0,0,0,2,2,2,0,0,3,1,20,21,2,10,11,1,13,3,21,0,20,2,0,2,2,0
2015-10-07,2,0,0,0,3,4,4,2,6,9,5,11,14,5,0,0,0,2,2,2,0,0,2,0,25,25,1,9,11,2,12,2,25,0,25,2,0,2,2,0
2015-10-08,1,0,0,1,3,0,2,2,7,5,12,10,11,14,0,0,2,4,4,4,2,2,5,0,24,24,3,17,19,2,22,5,25,2,26,4,4,4,5,2
2015-10-09,6,0,2,0,0,0,2,4,3,6,8,6,10,18,0,0,0,2,2,2,0,0,3,0,23,23,1,11,19,4,14,3,24,0,23,2,0,2,2,0
2015-10-10,2,0,2,2,0,4,4,2,4,9,10,9,12,10,0,0,0,0,0,2,0,0,2,0,23,23,1,14,15,2,17,2,23,0,23,0,0,0,2,0
2015-10-11,1,0,3,6,0,2,4,4,1,12,14,15,10,12,0,0,0,0,2,0,0,0,4,0,20,22,0,16,12,4,20,4,23,0,23,0,2,2,0,0
2015-10-12,0,2,3,2,0,2,3,0,5,12,8,9,7,14,0,0,2,6,6,6,2,2,6,1,16,16,4,12,16,0,15,6,17,2,17,6,2,6,7,2
2015-10-13,2,0,1,2,0,1,3,6,2,10,4,14,13,10,2,2,2,6,4,8,6,4,8,0,22,25,2,7,18,6,11,8,25,2,23,6,2,4,9,4
2015-10-14,2,0,2,2,0,2,2,0,2,12,11,7,10,6,0,0,4,4,4,6,6,4,6,0,16,15,2,16,12,0,25,6,18,4,18,4,4,4,8,4
2015-10-15,3,0,3,8,0,0,0,1,2,11,9,8,16,9,0,0,2,6,6,7,3,0,8,0,19,19,2,14,15,1,23,8,21,2,21,6,2,6,7,0
2015-10-16,1,2,0,4,0,1,5,4,0,10,9,8,8,10,0,0,0,2,2,3,3,2,6,1,20,20,0,14,16,4,17,6,21,0,20,2,2,2,3,2
2015-10-17,0,2,1,0,0,4,8,4,5,7,13,6,12,10,0,0,4,8,4,9,7,4,8,2,24,24,2,16,23,4,23,8,26,4,25,8,2,4,10,4
2015-10-18,2,0,2,4,3,0,6,4,1,8,9,9,12,10,0,0,2,6,2,6,6,4,8,0,18,18,1,14,18,4,24,8,20,2,20,6,6,2,7,4
2015-10-19,4,0,2,2,2,0,3,0,0,11,4,4,12,11,2,2,0,2,0,4,4,2,6,0,11,11,0,6,12,0,10,6,12,0,12,2,2,0,5,2
2015-10-20,5,0,1,3,0,0,2,1,1,5,10,2,9,12,0,0,0,8,2,8,6,4,6,0,15,15,1,13,20,1,15,6,15,0,15,8,0,2,8,4
2015-10-21,0,0,0,3,0,2,2,4,2,12,15,8,9,7,0,0,0,4,4,4,0,0,4,0,15,15,2,10,11,4,15,4,15,0,15,4,0,4,4,0
2015-10-22,0,0,2,5,2,0,4,3,2,14,12,15,8,11,0,0,0,8,4,7,3,0,8,0,22,22,2,10,16,3,15,8,22,0,23,8,0,4,9,0
2015-10-23,5,0,4,2,1,2,0,1,2,8,7,13,15,12,0,0,2,4,4,4,2,2,4,0,24,24,2,17,15,1,24,4,25,2,25,4,2,4,5,2
2015-10-24,4,0,2,0,3,4,0,4,3,16,9,15,11,6,1,1,2,0,0,1,1,0,2,0,19,19,2,10,8,4,18,2,20,2,19,0,2,0,1,0
2015-10-25,2,0,2,1,4,7,0,4,0,12,10,13,15,17,0,0,0,2,0,2,2,2,4,0,26,26,0,20,19,4,28,4,27,0,27,2,2,0,2,2
2015-10-26,1,2,1,5,0,2,4,1,3,9,11,10,16,14,0,0,2,2,2,4,4,2,4,1,25,25,1,13,20,1,21,4,26,2,26,2,4,2,5,2
2015-10-27,0,2,2,1,1,1,2,2,3,6,10,12,12,13,0,0,0,4,2,4,2,2,6,1,17,17,1,9,11,2,13,6,17,0,17,4,0,2,4,2
2015-10-28,0,0,2,2,2,4,0,0,4,10,7,14,7,10,1,1,0,4,6,5,1,0,6,0,17,17,3,14,9,0,17,6,17,0,18,4,2,6,5,0
2015-10-29,0,0,0,0,1,1,4,4,0,11,8,13,9,8,0,0,0,0,0,0,0,0,4,0,25,25,0,14,14,4,14,4,27,0,27,0,4,0,0,0
2015-10-30,0,0,0,0,1,0,8,2,5,12,12,14,8,13,0,0,0,0,0,0,0,0,2,0,23,24,3,13,14,2,13,2,24,0,23,0,0,0,0,0
2015-10-31,0,0,0,3,1,1,4,4,8,13,10,11,13,15,0,0,4,8,6,6,4,4,8,0,32,31,3,16,26,4,21,8,33,4,34,8,4,6,8,4
2015-11-01,2,0,0,0,0,0,0,2,1,4,7,6,6,3,2,2,2,2,4,4,4,4,4,0,7,7,1,9,5,2,10,4,8,2,8,2,2,4,5,6
2015-11-02,2,0,0,1,0,1,0,0,1,4,3,5,5,2,2,2,0,0,2,1,1,0,2,0,9,9,0,4,3,0,5,2,10,0,9,0,0,2,1,0
2015-11-03,0,2,2,0,1,1,1,0,0,4,3,6,4,6,0,0,0,2,0,2,2,0,4,0,9,9,0,5,9,0,9,4,9,0,11,2,2,0,2,0
2015-11-04,0,0,0,0,0,1,0,2,0,2,5,7,4,1,0,0,0,0,2,0,0,0,2,0,6,6,0,4,1,2,6,2,6,0,6,0,0,2,0,0
2015-11-05,0,0,0,4,0,2,2,0,1,3,5,5,6,5,1,1,0,4,2,7,5,0,6,0,7,7,1,4,7,0,11,6,9,0,9,4,2,2,7,0
2015-11-06,0,0,0,0,0,2,3,2,1,5,2,4,5,5,0,0,2,4,2,8,6,4,6,0,10,10,1,4,10,2,7,6,11,2,11,4,2,2,11,4
2015-11-07,0,0,0,0,0,0,2,0,2,3,1,1,5,4,0,0,0,2,0,0,0,0,2,0,5,9,0,0,8,0,1,2,9,0,9,2,0,0,0,0
2015-11-08,0,0,0,2,2,0,4,0,0,6,5,3,4,5,0,0,0,4,2,8,8,6,8,0,10,12,0,4,13,0,10,8,12,0,10,4,0,2,8,6
2015-11-09,0,0,0,4,0,0,0,0,1,4,6,0,2,2,0,0,2,2,4,6,4,0,4,0,2,2,1,2,3,0,9,4,2,2,2,2,0,4,6,0
2015-11-10,0,0,0,2,0,0,0,4,6,4,1,4,6,4,0,0,2,4,4,8,4,0,8,0,6,6,2,2,9,4,7,8,6,2,6,4,2,4,8,0
2015-11-11,0,0,0,0,2,0,0,0,2,4,6,7,4,3,0,0,4,4,4,8,6,4,8,0,8,8,2,6,5,0,13,8,9,4,9,4,4,4,10,4
2015-11-12,0,0,0,2,0,0,0,0,0,2,2,7,7,3,0,0,0,2,0,6,6,2,6,0,9,10,0,5,6,0,8,6,11,0,11,2,4,0,6,2
2015-11-13,0,0,0,0,0,0,0,0,2,5,4,6,4,3,0,0,2,4,2,2,2,2,4,0,9,8,1,5,6,0,7,4,9,2,9,4,2,2,3,2
2015-11-14,0,0,2,0,0,0,0,2,3,2,4,2,7,4,0,0,2,4,6,6,4,2,8,0,9,9,2,5,8,2,9,8,10,2,10,4,2,6,7,2
2015-11-15,0,0,0,0,0,0,0,2,2,5,3,3,2,3,0,0,2,6,4,6,4,4,6,0,8,8,2,5,10,2,6,6,9,2,9,6,2,4,7,4
2015-11-16,2,0,2,0,2,0,0,0,3,2,4,4,5,6,3,3,2,6,6,6,4,0,7,0,12,12,2,6,11,0,10,7,13,2,13,6,2,6,7,0
2015-11-17,0,0,0,0,0,4,0,0,4,5,2,5,2,2,0,0,2,6,4,6,4,4,9,0,6,8,2,3,5,0,6,9,8,2,7,6,0,4,6,4
2015-11-18,0,2,0,0,0,0,0,0,2,1,4,2,5,5,0,0,0,2,2,2,0,0,2,0,6,6,1,2,6,0,4,2,6,0,6,2,0,2,2,0
2015-11-19,0,0,0,2,0,0,0,2,1,5,6,4,3,6,0,0,4,2,2,4,4,4,4,0,6,6,1,9,6,2,13,4,7,4,7,2,2,2,5,4
2015-11-20,0,2,0,2,0,0,0,0,0,7,2,2,2,3,0,0,0,2,0,2,2,2,4,1,5,7,0,3,7,0,4,4,7,0,7,2,0,0,2,2
2015-11-21,2,0,0,0,0,0,0,0,6,4,1,3,2,4,2,2,0,6,4,4,0,0,8,0,7,7,3,1,9,0,1,8,8,0,7,6,0,4,4,0
2015-11-22,2,0,1,0,0,2,1,2,1,5,6,4,6,2,1,1,0,2,2,2,2,0,6,0,9,9,1,5,6,2,10,6,10,0,10,2,2,2,3,0
2015-11-23,0,0,0,0,0,0,0,0,2,5,6,4,1,2,0,0,4,2,2,4,4,2,5,0,9,10,1,9,6,0,12,5,13,4,12,2,2,2,5,2
2015-11-24,0,0,0,2,0,2,0,0,1,5,1,6,3,3,0,0,2,2,2,4,4,1,6,0,12,13,1,5,8,0,10,6,14,2,13,2,4,2,6,1
2015-11-25,4,0,0,0,0,0,2,0,1,1,4,3,5,5,3,3,0,4,2,6,6,7,9,0,9,10,0,6,11,0,6,9,10,0,10,6,2,2,6,7
2015-11-26,0,0,0,0,0,0,0,2,2,2,3,2,5,3,0,0,0,6,4,4,0,0,8,0,10,9,2,4,11,2,5,8,10,0,11,6,2,4,4,0
2015-11-27,2,0,0,2,0,0,0,0,2,4,3,3,5,3,0,0,0,2,0,2,2,0,2,0,6,6,0,2,4,0,6,2,6,0,6,2,2,0,2,0
2015-11-28,0,2,0,0,0,0,0,0,0,7,4,2,3,4,0,0,0,4,0,4,4,4,6,2,10,10,0,5,10,0,6,6,11,0,11,4,2,0,4,4
2015-11-29,0,0,0,1,0,0,0,0,2,3,2,8,5,5,0,0,4,6,4,6,6,4,8,0,13,15,2,6,13,0,11,8,17,4,15,6,6,4,9,4
2015-11-30,0,0,0,0,2,0,0,2,1,5,8,4,2,5,0,0,2,2,4,6,6,2,6,0,9,9,1,9,7,2,15,6,10,2,10,2,4,4,7,2
2015-12-01,0,0,0,3,2,4,2,0,0,3,1,3,2,2,2,2,0,4,0,4,6,2,4,0,5,5,0,2,5,0,6,4,5,0,6,4,0,0,6,2
2015-12-02,0,0,0,0,0,0,2,0,1,2,4,3,1,0,0,0,2,2,2,4,4,4,4,0,7,7,1,6,5,0,9,4,8,2,8,2,4,2,5,4
2015-12-03,0,0,2,2,0,0,0,2,3,1,2,1,2,4,0,0,4,6,8,8,6,4,8,0,5,5,3,5,8,2,12,8,7,4,7,6,6,8,10,4
2015-12-04,0,0,0,0,0,0,0,0,2,1,2,4,3,0,0,0,0,2,2,2,0,0,2,0,4,5,1,2,1,0,2,2,5,0,4,2,0,2,2,0
2015-12-05,0,0,4,0,2,0,0,0,3,0,3,3,6,1,0,0,0,2,0,8,8,4,4,0,3,2,0,1,4,0,9,4,2,0,3,2,0,0,9,4
2015-12-06,0,0,0,0,0,0,0,2,1,2,2,1,2,2,0,0,2,2,2,2,2,2,6,0,8,10,1,6,10,2,7,6,12,2,10,2,4,2,3,2
2015-12-07,0,0,0,2,0,0,0,0,1,1,1,2,2,1,0,0,2,2,2,2,2,1,1,0,3,3,1,3,3,0,6,1,4,2,3,2,2,2,3,1
2015-12-08,0,0,0,0,2,0,0,0,2,3,3,1,3,1,0,0,0,2,0,4,4,3,7,0,8,8,0,6,6,0,7,7,9,0,10,2,2,0,4,3
2015-12-09,2,0,0,0,2,0,0,0,1,3,1,1,2,2,3,3,0,2,0,2,2,0,4,0,4,6,0,0,6,0,2,4,6,0,5,2,0,0,4,0
2015-12-10,2,0,0,2,0,0,0,0,2,3,0,3,4,0,2,2,4,6,4,7,7,4,5,0,7,7,2,3,6,0,9,5,8,4,9,6,5,4,10,4
2015-12-11,0,0,0,2,0,0,0,0,1,2,4,1,2,1,0,0,0,4,2,2,0,0,5,0,3,5,1,2,5,0,3,5,6,0,5,4,1,2,2,0
2015-12-12,0,0,0,0,0,0,0,4,0,2,1,0,3,2,0,0,0,2,2,2,0,0,4,0,2,4,0,0,4,4,1,4,5,0,4,2,0,2,2,0
2015-12-13,2,0,0,0,2,0,0,2,5,2,1,4,0,4,2,2,2,8,8,8,4,2,8,0,7,7,4,5,8,2,6,8,8,2,8,8,2,8,9,2
2015-12-14,0,0,0,0,0,0,2,0,2,4,4,1,1,2,0,0,0,4,0,4,4,4,6,0,5,5,0,5,9,0,6,6,6,0,6,4,2,0,4,4
2015-12-15,0,0,2,0,2,2,0,0,2,2,2,4,2,2,0,0,0,0,0,4,2,2,4,0,4,4,0,3,3,0,6,4,4,0,4,0,0,0,6,2
2015-12-16,2,0,0,2,0,0,0,0,2,3,1,2,1,1,2,2,4,4,4,8,8,6,8,0,5,5,2,7,6,0,9,8,7,4,7,4,4,4,10,6
2015-12-17,2,0,1,0,0,0,0,0,1,4,0,1,2,0,1,1,0,4,2,6,4,2,6,0,1,1,1,1,3,0,3,6,1,0,1,4,2,2,6,2
2015-12-18,0,0,1,0,1,0,0,0,2,3,2,1,2,2,0,0,2,4,4,4,2,2,3,0,3,3,2,4,5,0,5,3,4,2,4,4,2,4,5,2
2015-12-19,4,0,0,0,0,2,0,0,0,1,1,3,2,3,4,4,0,2,2,3,3,0,3,0,5,5,0,1,3,0,2,3,5,0,5,2,0,2,3,0
2015-12-20,0,0,0,2,0,0,0,0,2,4,1,3,1,1,0,0,0,6,4,6,2,2,6,0,4,4,2,2,5,0,3,6,4,0,4,6,0,4,6,2
2015-12-21,2,0,0,0,1,0,0,0,1,2,0,5,1,1,0,0,0,2,6,2,0,0,8,0,4,6,1,3,3,0,3,8,6,0,6,2,0,8,2,0
2015-12-22,0,0,0,1,0,0,1,2,1,2,3,1,3,1,0,0,0,2,2,2,0,0,2,0,3,3,1,2,4,2,4,2,3,0,3,2,0,2,2,0
2015-12-23,2,0,0,0,2,0,0,0,2,1,3,2,0,2,1,1,0,0,0,4,4,0,6,0,6,4,0,5,3,0,9,6,5,0,7,0,4,0,5,0
2015-12-24,0,0,2,0,4,0,2,0,0,2,3,0,3,1,0,0,2,2,0,4,4,0,2,0,1,1,0,1,3,0,4,2,1,2,1,2,0,0,4,0
2015-12-25,0,0,0,0,0,0,0,2,3,0,3,4,4,2,0,0,2,6,6,6,2,2,6,0,6,6,3,4,7,2,7,6,7,2,7,6,2,6,7,2
2015-12-26,0,0,0,0,0,0,2,0,2,3,4,1,1,1,0,0,2,6,4,6,4,4,5,0,4,3,2,5,7,0,7,5,4,2,4,6,2,4,7,4
2015-12-27,0,0,0,0,0,0,2,0,2,1,2,1,4,0,0,0,0,4,4,4,0,0,5,0,3,4,2,1,5,0,2,5,4,0,4,4,0,4,4,0
2015-12-28,0,0,0,0,1,2,0,0,0,1,3,0,3,2,0,0,0,2,0,4,4,2,6,0,4,4,0,3,6,0,8,6,5,0,5,2,2,0,4,2
2015-12-29,0,0,0,0,1,0,0,0,2,2,4,0,2,5,1,1,2,0,2,3,1,0,2,0,4,4,0,4,6,0,6,2,5,2,4,0,0,2,3,0
2015-12-30,0,0,0,0,2,0,0,0,1,3,1,3,5,0,0,0,2,2,2,6,4,0,6,0,3,3,1,2,1,0,7,6,3,2,3,2,2,2,6,0
2015-12-31,0,0,0,2,0,0,0,0,1,1,3,2,2,2,0,0,0,4,2,4,2,2,4,0,4,4,1,3,5,0,5,4,4,0,4,4,0,2,4,2
2016-01-01,0,0,0,4,0,0,0,0,0,4,1,1,2,0,0,0,0,4,0,6,6,4,6,0,1,1,0,3,4,0,5,6,1,0,1,4,0,0,6,4
2016-01-02,0,0,0,0,0,0,2,0,0,2,1,2,2,1,0,0,0,2,0,2,2,2,2,0,3,3,0,0,4,0,1,2,3,0,3,2,0,0,2,2
2016-01-03,0,0,0,0,0,2,0,2,1,1,4,2,0,1,0,0,0,6,4,5,3,2,6,0,4,4,1,5,6,2,6,6,4,0,5,6,0,4,5,2
2016-01-04,0,2,0,0,2,0,0,6,3,0,1,2,4,1,1,1,4,2,2,5,5,2,8,2,6,8,1,2,6,6,7,8,9,6,7,2,2,2,7,2
2016-01-05,0,0,0,2,0,0,0,0,1,2,2,1,0,3,0,0,0,2,2,2,0,0,2,0,2,2,1,2,3,0,2,2,2,0,2,2,0,2,2,0
2016-01-06,1,0,0,2,0,0,0,0,1,2,2,2,3,2,0,0,2,2,6,6,8,2,6,0,4,6,1,4,6,0,12,6,7,2,7,2,6,6,9,2
2016-01-07,3,0,0,0,0,0,0,0,2,3,1,1,3,0,0,0,4,6,4,6,6,6,6,0,6,6,2,5,9,0,8,6,8,4,8,6,4,4,8,6
2016-01-08,0,0,0,0,0,1,0,0,1,0,4,1,4,3,0,0,0,4,2,3,1,0,6,0,4,4,1,3,6,0,7,6,5,0,4,4,2,2,3,0
2016-01-09,0,0,2,0,0,0,2,4,1,0,4,0,4,2,0,0,4,4,6,7,7,4,8,0,7,7,1,5,10,4,12,8,11,4,8,4,4,6,8,4
2016-01-10,0,0,0,0,2,0,0,2,3,4,1,1,3,1,1,1,0,2,2,3,1,0,8,0,7,7,1,3,5,2,4,8,8,0,9,2,2,2,3,0
2016-01-11,0,0,2,0,0,0,0,0,0,1,3,3,2,1,0,0,0,0,0,0,0,0,2,0,6,6,0,5,3,0,7,2,7,0,7,0,2,0,0,0
2016-01-12,0,0,0,0,2,2,2,0,0,2,2,1,2,3,0,0,2,2,2,6,6,2,6,0,2,2,0,1,3,0,6,6,2,2,2,2,0,2,6,2
2016-01-13,0,0,0,0,2,0,0,2,3,1,2,2,2,1,0,0,2,6,6,8,4,2,8,0,5,5,3,4,6,2,7,8,6,2,6,6,2,6,10,2
2016-01-14,0,0,0,0,0,1,2,0,3,2,2,0,4,1,0,0,2,6,6,6,2,2,6,0,5,5,3,4,8,0,6,6,6,2,6,6,2,6,7,2
2016-01-15,0,0,0,0,1,0,0,2,2,0,1,3,2,1,0,0,2,6,4,5,3,2,8,0,7,7,2,5,8,2,7,8,8,2,9,6,4,4,6,2
2016-01-16,0,0,0,0,0,1,4,0,1,2,1,2,1,1,0,0,3,2,2,6,4,4,5,0,4,4,1,3,3,0,5,5,4,3,5,2,0,2,7,4
2016-01-17,0,0,0,0,1,0,0,2,1,3,1,0,3,2,0,0,1,4,2,4,2,2,9,0,7,9,1,5,12,2,6,9,11,1,10,4,4,2,5,2
2016-01-18,0,0,0,0,2,1,0,0,2,1,2,2,2,3,0,0,0,0,0,0,0,0,2,0,6,6,0,4,6,0,5,2,6,0,6,0,0,0,0,0
2016-01-19,0,0,1,0,0,0,0,0,3,3,2,3,2,4,0,0,2,8,6,8,4,2,8,0,6,8,3,5,11,0,6,8,9,2,7,8,2,6,9,2
2016-01-20,0,0,1,0,0,0,0,0,2,1,3,4,3,2,0,0,0,2,0,2,2,2,2,0,4,4,0,2,3,0,4,2,4,0,4,2,0,0,2,2
2016-01-21,0,0,0,0,0,0,2,0,2,2,0,2,2,2,0,0,4,4,4,4,4,4,4,0,8,8,2,4,9,0,6,4,10,4,10,4,4,4,6,4
2016-01-22,0,0,0,0,0,0,2,0,1,1,0,3,1,3,0,0,0,4,2,6,4,4,8,0,4,4,1,2,7,0,2,8,5,0,5,4,2,2,7,4
2016-01-23,0,0,0,2,0,0,0,0,0,4,2,1,2,3,0,0,0,2,0,2,2,2,2,0,2,2,0,3,4,0,4,2,2,0,2,2,0,0,2,2
2016-01-24,0,0,0,0,0,1,0,0,3,2,1,2,1,1,0,0,2,6,6,6,2,0,5,0,4,4,3,2,5,0,5,5,5,2,4,6,2,6,7,0
2016-01-25,0,0,0,0,0,0,4,0,3,3,3,2,1,1,0,0,0,6,6,6,0,2,9,0,4,4,3,3,6,0,3,9,4,0,5,6,0,6,6,2
2016-01-26,0,0,0,1,1,0,2,0,1,2,1,1,3,1,0,0,0,2,2,4,2,0,4,0,2,2,1,0,3,0,3,4,2,0,2,2,2,2,4,0
2016-01-27,0,0,0,0,0,0,0,2,1,3,2,2,1,2,2,2,4,4,2,5,5,2,6,0,7,5,1,5,8,2,8,6,6,4,9,4,4,2,8,2
2016-01-28,0,0,0,2,0,2,0,0,1,0,2,1,4,3,1,1,2,6,2,5,3,0,8,0,3,3,1,1,8,0,6,8,3,2,4,6,0,2,6,0
2016-01-29,0,0,0,0,0,1,2,0,0,5,2,2,2,2,0,0,2,0,0,2,2,0,2,0,4,4,0,2,2,0,5,2,4,2,4,0,0,0,2,0
2016-01-30,0,0,2,0,0,0,0,0,2,2,1,4,1,2,0,0,0,4,4,4,0,0,4,0,4,4,2,2,3,0,3,4,4,0,4,4,0,4,4,0
2016-01-31,0,0,0,0,0,0,0,2,0,3,0,1,3,1,0,0,0,4,2,6,4,4,6,0,2,4,0,0,8,2,0,6,4,0,4,4,0,2,6,4
2016-02-01,0,0,0,0,0,0,0,2,2,7,5,7,8,8,0,0,0,0,0,2,0,0,2,0,14,14,0,3,11,2,5,2,14,0,14,0,0,0,2,0
2016-02-02,0,0,0,0,0,0,2,0,0,4,6,5,13,9,0,0,0,2,0,3,3,4,4,0,14,14,0,5,11,0,6,4,15,0,15,2,0,0,3,4
2016-02-03,2,0,0,0,0,2,0,2,2,4,4,6,6,5,1,1,2,4,2,9,9,4,8,0,10,10,0,3,9,2,10,8,12,2,12,4,2,2,9,4
2016-02-04,0,0,0,2,0,0,0,0,1,6,6,8,5,6,0,0,0,4,2,4,2,2,4,0,10,10,1,6,7,0,7,4,10,0,10,4,0,2,4,2
2016-02-05,2,0,0,2,0,0,0,2,1,4,4,8,4,6,2,2,2,2,2,4,4,2,4,0,14,14,1,7,8,2,9,4,15,2,15,2,2,2,7,2
2016-02-06,0,0,0,0,0,0,2,0,2,10,6,6,8,4,0,0,2,4,4,4,2,2,4,0,8,8,2,6,7,0,9,4,9,2,9,4,2,4,5,2
2016-02-07,2,2,0,2,0,0,0,0,0,3,10,2,2,11,1,1,0,0,0,4,2,0,4,1,10,13,0,9,12,0,11,4,13,0,11,0,0,0,4,0
2016-02-08,0,0,2,0,0,0,0,0,0,10,8,2,8,7,0,0,0,2,0,2,2,2,2,0,10,9,0,7,9,0,10,2,9,0,9,2,0,0,2,2
2016-02-09,0,0,0,0,1,0,0,0,0,3,5,7,6,5,0,0,0,2,0,2,2,2,4,0,10,10,0,6,7,0,8,4,11,0,11,2,2,0,2,2
2016-02-10,0,0,0,4,1,0,0,0,0,5,7,8,11,6,0,0,0,0,2,2,4,0,4,0,10,10,0,5,4,0,14,4,10,0,10,0,2,2,5,0
2016-02-11,0,0,0,0,1,0,2,0,1,4,6,4,7,9,0,0,0,4,2,4,2,2,6,0,9,9,1,4,10,0,7,6,9,0,9,4,0,2,4,2
2016-02-12,0,0,2,2,0,0,0,0,4,2,5,9,5,2,0,0,0,0,0,3,3,2,6,0,12,12,0,7,5,0,11,6,13,0,12,0,2,0,3,2
2016-02-13,0,0,0,4,0,2,0,0,3,4,9,6,6,8,2,2,2,4,2,8,6,2,8,0,13,12,1,8,11,0,15,8,12,4,14,4,0,2,8,2
2016-02-14,0,0,0,0,0,0,0,2,1,6,10,10,4,5,0,0,2,6,2,6,6,4,6,0,14,17,1,10,12,2,15,6,18,2,17,6,4,2,7,4
2016-02-15,0,0,2,2,0,0,0,0,2,5,5,5,7,4,0,0,2,4,4,6,4,2,6,0,7,7,2,5,6,0,13,6,8,2,8,4,4,4,7,2
2016-02-16,0,0,2,0,0,0,0,2,3,4,9,7,6,8,0,0,0,6,2,6,4,0,4,0,9,9,1,7,13,2,11,4,9,0,9,6,0,2,6,0
2016-02-17,0,0,0,0,0,0,0,4,1,5,3,7,4,3,0,0,2,4,2,6,6,4,8,0,10,10,1,6,9,4,10,8,12,2,12,4,6,2,8,4
2016-02-18,0,2,2,0,0,0,0,0,0,7,8,7,5,4,0,0,2,0,0,2,2,0,2,0,9,9,0,6,4,0,10,2,9,4,9,0,0,0,2,0
2016-02-19,0,0,0,0,0,0,2,2,1,3,5,5,7,2,0,0,0,2,2,2,0,0,4,0,6,5,1,4,2,2,5,4,5,0,6,2,0,2,2,0
2016-02-20,0,0,0,0,0,1,0,0,0,3,4,5,9,7,0,0,0,6,0,6,6,6,6,0,11,12,0,5,13,0,5,6,12,0,11,6,0,0,6,6
2016-02-21,0,0,0,4,0,0,0,0,0,5,5,3,5,4,1,1,2,0,0,1,1,0,2,0,6,6,0,2,4,0,6,2,6,2,7,0,0,0,1,0
2016-02-22,0,0,0,0,0,1,0,2,2,4,3,6,8,5,0,0,2,6,4,4,4,4,8,0,10,10,1,3,10,2,7,8,11,2,11,6,2,4,5,4
2016-02-23,0,0,0,2,0,0,0,0,4,2,7,7,7,8,0,0,0,2,2,4,0,0,8,0,16,16,1,9,12,0,11,8,17,0,17,2,2,2,4,0
2016-02-24,0,0,0,0,1,0,0,0,1,6,7,6,7,5,0,0,0,2,2,2,0,0,2,0,9,9,1,5,5,0,6,2,9,0,9,2,0,2,2,0
2016-02-25,2,0,0,0,1,0,2,0,1,7,3,9,7,7,2,2,0,6,2,6,4,2,8,0,16,16,1,6,13,0,8,8,18,0,17,6,4,2,6,2
2016-02-26,2,0,0,0,0,0,0,0,1,8,5,2,8,3,0,0,2,2,2,2,2,2,2,0,7,7,1,7,6,0,10,2,8,2,8,2,2,2,3,2
2016-02-27,0,0,0,0,1,0,2,0,1,7,4,6,5,6,0,0,2,2,2,2,2,2,4,0,15,15,1,7,10,0,10,4,17,2,17,2,4,2,3,2
2016-02-28,0,0,0,0,0,2,2,0,2,6,5,9,5,10,0,0,2,4,4,6,4,2,6,0,14,14,2,7,12,0,10,6,15,2,15,4,2,4,7,2
2016-02-29,0,0,0,0,0,0,0,2,1,4,4,1,5,8,0,0,0,2,2,2,0,0,2,0,9,9,1,3,9,2,4,2,9,0,9,2,0,2,2,0
2016-03-01,1,0,0,0,2,0,0,0,2,7,5,2,9,3,0,0,2,6,4,6,4,2,6,0,11,9,2,9,11,0,11,6,11,2,11,6,4,4,7,2
2016-03-02,0,0,0,2,3,0,0,0,0,9,5,5,6,10,0,0,0,0,0,2,2,2,2,0,12,13,0,4,9,0,12,2,12,0,12,0,2,0,2,2
2016-03-03,0,0,1,0,0,0,0,0,0,6,7,7,3,9,0,0,0,0,0,0,0,0,2,0,9,10,0,7,7,0,8,2,11,0,9,0,0,0,0,0
2016-03-04,1,0,1,0,0,0,0,0,3,1,1,10,5,4,0,0,2,6,4,6,2,2,6,0,9,11,3,4,7,0,6,6,13,2,12,6,2,4,7,2
2016-03-05,0,0,1,0,4,0,4,0,3,3,11,5,6,9,0,0,2,2,2,7,7,2,8,0,14,14,1,12,13,0,22,8,15,2,16,2,8,2,8,2
2016-03-06,1,0,0,0,4,0,0,0,1,2,4,8,5,5,0,0,2,2,6,6,4,0,6,0,10,10,1,4,5,0,9,6,10,2,10,2,0,6,7,0
2016-03-07,0,0,0,3,2,0,2,2,0,8,8,6,6,5,1,1,2,2,0,3,3,0,4,0,6,6,0,5,3,2,10,4,6,2,6,2,0,0,3,0
2016-03-08,2,0,0,0,0,0,0,0,2,3,3,5,2,7,0,0,2,6,4,4,2,2,6,0,6,6,2,5,9,0,6,6,7,2,7,6,2,4,5,2
